supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-016,57.0,4,19.0,3442,3625,2.7,5.0,150.0,19633,2220,2,0
SUP-023,96.4,12,6.3,2431,1788,1.3,4.8,963.0,13695,3138,2,0
SUP-015,68.5,13,12.5,5328,1538,4.2,0.8,836.0,13108,3584,6,1
SUP-027,69.7,11,18.0,1604,5299,3.1,7.2,1380.0,4407,1458,0,0
SUP-030,81.2,10,9.7,3701,8770,1.8,1.4,589.0,15327,2266,0,0
SUP-008,86.7,4,11.5,1340,1005,3.7,5.2,399.0,1649,701,6,0
SUP-019,88.9,9,12.7,3172,10042,5.8,3.2,1038.0,14508,1949,2,0
SUP-036,55.0,8,12.3,5388,17804,4.6,8.1,775.0,26566,3592,5,0
SUP-021,85.2,12,2.8,6430,11799,3.4,3.3,233.0,17057,6459,7,0
SUP-030,81.2,10,10.8,5680,13995,5.6,0.6,498.0,31155,5581,0,0
SUP-036,55.0,8,19.5,4288,2352,1.0,1.1,345.0,17199,3555,5,0
SUP-039,57.0,3,13.1,6773,8978,0.7,4.4,261.0,25512,8821,4,0
SUP-014,88.6,5,8.7,2859,9136,3.3,0.9,802.0,8132,2293,4,0
SUP-028,47.3,9,17.3,1578,920,4.0,4.1,767.0,4799,1397,1,0
SUP-037,51.9,0,15.2,1737,3863,2.8,5.6,704.0,4637,2407,1,0
SUP-015,68.5,13,14.6,608,1627,0.9,3.5,131.0,2088,810,6,0
SUP-010,68.9,12,14.2,3315,10486,4.4,2.5,332.0,10630,4029,5,1
SUP-008,86.7,4,14.1,1356,3505,0.7,1.3,759.0,2214,1275,6,0
SUP-016,57.0,4,15.8,3107,10816,1.1,6.9,769.0,15642,2913,2,0
SUP-034,64.6,6,21.3,3144,9551,1.2,5.0,524.0,14212,4158,2,0
SUP-007,85.3,1,16.1,2193,4319,4.1,3.5,181.0,1924,2082,0,0
SUP-024,92.3,0,12.4,7567,5006,0.9,1.8,264.0,33017,7272,3,0
SUP-008,86.7,4,18.6,7685,19229,3.1,3.1,475.0,32924,6485,6,1
SUP-021,85.2,12,14.7,456,1177,3.2,2.8,1413.0,1684,324,7,0
SUP-031,84.5,4,17.8,3788,11695,3.8,5.5,836.0,14459,2280,6,0
SUP-009,51.8,11,22.1,2313,7177,5.9,6.9,231.0,3486,2843,4,1
SUP-038,70.2,2,18.7,3721,6159,2.4,1.7,463.0,20249,1982,4,0
SUP-012,94.1,12,10.1,25054,71379,4.5,0.6,404.0,50969,20205,4,0
SUP-027,69.7,11,15.3,1481,3619,4.1,3.9,184.0,2329,1695,0,0
SUP-028,47.3,9,21.0,854,1695,1.7,6.2,339.0,894,1128,1,0
SUP-013,79.1,12,17.0,27207,92650,0.5,4.3,548.0,86242,34847,0,0
SUP-008,86.7,4,14.2,9649,4709,5.7,4.0,284.0,39807,10904,6,0
SUP-005,50.0,9,20.7,5507,1984,2.2,0.9,673.0,17600,6280,6,1
SUP-025,86.3,11,12.0,4196,13055,1.6,3.7,741.0,15708,5636,7,0
SUP-031,84.5,4,12.2,882,456,2.9,1.3,704.0,2544,445,6,1
SUP-010,68.9,12,12.0,2840,5613,1.0,1.6,1568.0,15770,3468,5,0
SUP-038,70.2,2,15.5,1412,421,3.1,7.0,,3391,1852,4,0
SUP-015,68.5,13,17.5,13181,25422,5.3,3.0,580.0,23854,13111,6,1
SUP-035,69.9,7,19.2,8645,4971,5.3,4.2,495.0,16668,7901,3,0
SUP-036,55.0,8,18.2,6685,23055,2.2,1.3,376.0,24990,3818,5,0
SUP-026,55.3,11,20.2,1789,6157,2.4,1.5,74.0,10560,2454,6,0
SUP-004,82.0,12,9.3,2599,8984,1.2,3.1,180.0,13558,3472,3,1
SUP-013,79.1,12,18.9,2523,5202,2.8,1.8,218.0,13282,3236,0,0
SUP-022,63.8,2,13.2,1764,2081,2.9,9.1,282.0,7552,1350,1,0
SUP-040,80.5,1,10.1,2117,6645,3.2,1.1,1510.0,2717,1606,6,0
SUP-033,62.3,8,22.6,2232,6761,4.5,1.5,251.0,13000,1778,7,0
SUP-031,84.5,4,18.2,3478,7879,3.4,1.6,552.0,13365,4222,6,0
SUP-037,51.9,0,22.1,4912,2975,5.3,4.1,1823.0,18924,4691,1,1
SUP-016,57.0,4,23.1,13064,32901,6.1,6.2,576.0,57463,10272,2,1
SUP-030,81.2,10,10.2,4190,12262,0.9,4.0,1027.0,10157,5825,0,0
SUP-012,94.1,12,12.2,195,580,2.3,3.0,693.0,692,108,4,0
SUP-012,94.1,12,13.3,1807,6165,4.2,2.9,497.0,8058,1365,4,0
SUP-033,62.3,8,12.2,4805,7277,2.3,4.6,462.0,26236,6411,7,0
SUP-010,68.9,12,9.7,3927,2907,6.7,1.2,985.0,6529,4919,5,1
SUP-010,68.9,12,14.8,3223,8985,2.4,3.1,101.0,12717,2403,5,0
SUP-039,57.0,3,25.9,1562,3343,6.8,4.1,646.0,4419,1275,4,0
SUP-002,68.3,6,15.5,1314,1854,2.0,2.4,3011.0,7817,1736,5,1
SUP-021,85.2,12,10.1,2470,7496,2.2,3.9,386.0,3188,2718,7,0
SUP-024,92.3,0,13.4,11592,39724,1.5,3.4,922.0,61203,11037,3,0
SUP-037,51.9,0,18.0,6189,5593,3.1,5.3,482.0,7981,6817,1,0
SUP-034,64.6,6,19.5,1282,3418,4.5,3.8,686.0,4566,928,2,0
SUP-032,96.3,11,14.4,6297,14058,2.4,4.5,1075.0,16085,6172,2,0
SUP-011,64.7,6,22.5,2029,5517,2.4,2.3,293.0,5383,2811,4,0
SUP-018,48.4,10,13.5,3267,9316,5.5,2.9,832.0,15572,3905,0,0
SUP-022,63.8,2,14.0,5013,6483,1.7,7.3,1089.0,28756,6298,1,0
SUP-011,64.7,6,15.6,4387,5291,2.3,2.6,1917.0,4893,3447,4,0
SUP-022,63.8,2,22.7,923,2928,3.2,2.5,294.0,3449,1015,1,0
SUP-040,80.5,1,9.8,6738,2389,2.3,0.5,543.0,11500,3663,6,0
SUP-030,81.2,10,18.4,8084,12103,3.6,3.0,2066.0,15680,7417,0,0
SUP-015,68.5,13,19.9,891,2709,4.0,6.4,1207.0,1220,643,6,1
SUP-028,47.3,9,17.2,8016,18275,2.6,1.7,415.0,10601,8356,1,0
SUP-026,55.3,11,19.3,4848,2950,0.4,2.1,577.0,13537,6261,6,0
SUP-005,50.0,9,22.1,3113,5247,5.1,2.3,675.0,9907,4357,6,0
SUP-026,55.3,11,18.0,6899,23775,6.4,3.7,385.0,38391,9383,6,1
SUP-001,86.0,14,19.9,1846,2071,1.6,3.9,1254.0,6941,1322,3,0
SUP-038,70.2,2,12.1,1704,3762,2.2,2.0,276.0,4305,1539,4,0
SUP-029,53.2,7,10.6,667,2281,4.0,1.2,770.0,1292,643,6,0
SUP-029,53.2,7,18.0,6102,3893,0.2,0.2,635.0,10994,7986,6,1
SUP-001,86.0,14,20.4,1747,4353,2.9,2.1,875.0,6068,1432,3,0
SUP-023,96.4,12,14.9,3036,2887,1.3,2.7,1471.0,10968,3710,2,0
SUP-005,50.0,9,18.2,2094,4633,4.1,3.4,665.0,4815,1989,6,1
SUP-025,86.3,11,17.9,8843,24163,5.8,3.1,510.0,37951,11363,7,0
SUP-003,90.5,2,22.4,2199,7082,1.9,4.9,1062.0,6401,1901,5,0
SUP-020,78.5,2,13.5,702,2335,3.2,4.9,389.0,2432,845,3,0
SUP-013,79.1,12,29.2,3588,9121,0.4,4.5,362.0,6659,2917,0,0
SUP-024,92.3,0,15.2,9791,22693,2.1,3.5,379.0,43614,11821,3,0
SUP-010,68.9,12,16.1,2734,1756,1.1,3.5,710.0,11618,3284,5,0
SUP-028,47.3,9,18.6,995,499,4.9,2.2,1786.0,2115,1323,1,1
SUP-025,86.3,11,12.4,5435,10899,3.3,3.7,227.0,25925,5038,7,0
SUP-028,47.3,9,23.4,3493,8189,2.4,4.0,1559.0,6692,4637,1,0
SUP-010,68.9,12,15.1,3181,5937,3.2,1.8,843.0,10038,3649,5,0
SUP-023,96.4,12,14.0,1037,2924,3.4,2.4,420.0,2859,1142,2,0
SUP-017,74.4,3,23.1,2735,2010,3.0,3.8,824.0,4873,2931,4,0
SUP-012,94.1,12,15.8,5276,1907,2.8,3.3,208.0,10655,5591,4,0
SUP-001,86.0,14,15.2,4784,10590,2.2,5.9,1634.0,20174,3478,3,0
SUP-024,92.3,0,15.8,1027,1083,1.5,1.7,291.0,2553,702,3,0
SUP-035,69.9,7,10.5,4479,1954,3.7,3.7,296.0,11728,2391,3,1
SUP-035,69.9,7,14.5,2660,5578,1.9,0.6,423.0,15926,3007,3,0
SUP-035,69.9,7,18.9,2004,2561,1.5,2.0,277.0,8562,1852,3,0
SUP-027,69.7,11,21.8,2987,9245,1.3,2.2,714.0,7168,1983,0,0
SUP-017,74.4,3,17.5,698,1748,1.4,4.2,296.0,3270,393,4,0
SUP-006,96.7,10,12.1,2845,7248,6.0,1.6,399.0,8257,3373,4,0
SUP-029,53.2,7,17.2,9837,14606,1.3,7.4,417.0,37621,11859,6,1
SUP-008,86.7,4,12.0,4213,8163,3.6,3.1,397.0,8790,3425,6,0
SUP-005,50.0,9,13.6,2744,4127,3.1,1.9,565.0,11982,1496,6,0
SUP-007,85.3,1,15.5,7796,8256,2.8,3.3,1983.0,22143,7666,0,0
SUP-019,88.9,9,20.7,2725,2651,0.7,4.6,1458.0,12588,2358,2,1
SUP-026,55.3,11,12.6,2516,3879,0.3,4.7,510.0,5248,2852,6,0
SUP-033,62.3,8,17.4,6075,3772,4.5,3.4,163.0,13150,8469,7,1
SUP-028,47.3,9,8.6,1823,3899,3.4,5.0,910.0,7756,1628,1,0
SUP-016,57.0,4,18.9,3596,8420,1.1,2.4,612.0,10903,3176,2,0
SUP-033,62.3,8,12.8,941,2452,5.8,3.7,158.0,4354,1280,7,0
SUP-023,96.4,12,5.5,10867,35301,4.7,3.1,740.0,33443,11683,2,0
SUP-021,85.2,12,11.1,5007,3619,1.5,2.3,550.0,24687,5013,7,0
SUP-013,79.1,12,7.6,6098,4662,1.7,2.9,59.0,29341,3263,0,0
SUP-015,68.5,13,16.0,3277,6193,,4.8,590.0,7349,4080,6,1
SUP-015,68.5,13,15.5,2946,1567,2.1,4.4,164.0,15009,1786,6,1
SUP-014,88.6,5,9.4,6756,13099,2.2,0.7,106.0,19830,7937,4,0
SUP-022,63.8,2,25.0,1041,2351,3.4,2.9,461.0,5569,719,1,0
SUP-008,86.7,4,10.0,3993,8819,1.1,4.2,601.0,15257,3466,6,0
SUP-010,68.9,12,18.7,4509,15251,2.1,7.0,268.0,4168,4767,5,1
SUP-031,84.5,4,12.4,4316,4013,,2.8,391.0,18783,5729,6,0
SUP-034,64.6,6,20.1,3400,5259,4.1,5.5,560.0,4793,3722,2,0
SUP-025,86.3,11,17.8,1229,2822,1.1,3.5,377.0,5640,1175,7,0
SUP-039,57.0,3,18.7,7930,15477,,5.1,844.0,27189,4088,4,0
SUP-007,85.3,1,15.0,12539,28093,2.2,3.8,222.0,49199,11210,0,0
SUP-027,69.7,11,15.8,2060,7205,2.4,6.0,193.0,8351,1951,0,0
SUP-029,53.2,7,17.3,939,3090,3.4,0.5,2721.0,3420,654,6,0
SUP-034,64.6,6,11.6,1328,3841,5.1,2.4,395.0,6290,1140,2,0
SUP-030,81.2,10,17.4,1507,4516,0.7,4.8,284.0,1365,1285,0,0
SUP-001,86.0,14,10.2,4942,15481,5.1,6.6,200.0,19229,3641,3,1
SUP-040,80.5,1,8.3,3464,8514,5.1,3.3,933.0,3864,4686,6,0
SUP-034,64.6,6,16.5,1506,3392,3.9,2.8,827.0,3264,1942,2,1
SUP-007,85.3,1,15.3,3558,9409,,1.7,438.0,21270,1910,0,0
SUP-031,84.5,4,9.3,3614,9530,7.1,2.1,1155.0,6884,2532,6,1
SUP-001,86.0,14,5.2,851,2098,7.0,4.8,529.0,2990,694,3,1
SUP-029,53.2,7,20.3,2667,1902,2.7,4.6,200.0,12330,1894,6,0
SUP-036,55.0,8,12.9,1707,4042,1.1,2.5,767.0,6922,1280,5,0
SUP-039,57.0,3,14.0,11078,8053,2.9,3.0,851.0,43811,14783,4,1
SUP-013,79.1,12,15.1,3504,1242,1.9,7.3,637.0,12559,4891,0,0
SUP-019,88.9,9,15.2,1631,2210,4.0,5.3,637.0,7401,1008,2,0
SUP-015,68.5,13,16.1,13115,21169,4.0,5.1,498.0,50004,12457,6,1
SUP-032,96.3,11,5.9,4554,12869,3.0,6.0,1347.0,18934,3348,2,1
SUP-037,51.9,0,13.9,3260,8321,3.3,5.1,213.0,6421,3797,1,0
SUP-033,62.3,8,13.7,2418,6851,1.4,0.7,764.0,11321,1251,7,1
SUP-017,74.4,3,10.1,532,195,1.7,2.2,672.0,985,514,4,0
SUP-009,51.8,11,20.2,1697,349,1.3,3.5,328.0,8356,1584,4,0
SUP-034,64.6,6,13.8,2129,2047,2.6,1.8,165.0,2357,2028,2,0
SUP-018,48.4,10,21.6,10736,25170,0.5,1.7,554.0,13303,9385,0,0
SUP-005,50.0,9,16.1,10431,17800,5.2,5.8,625.0,12520,12470,6,1
SUP-005,50.0,9,21.5,1806,804,3.1,3.7,1474.0,3703,1256,6,1
SUP-012,94.1,12,10.1,2085,5160,4.1,5.9,70.0,8644,2596,4,0
SUP-012,94.1,12,16.4,455,1434,2.6,3.2,973.0,811,284,4,0
SUP-025,86.3,11,7.1,2436,3470,3.6,2.5,1123.0,13926,2608,7,1
SUP-020,78.5,2,17.2,20701,40919,1.6,1.9,1502.0,36382,19578,3,0
SUP-010,68.9,12,12.7,4190,11677,2.9,4.2,619.0,11534,4443,5,0
SUP-012,94.1,12,14.5,2448,7242,4.1,2.4,1163.0,4331,1707,4,0
SUP-015,68.5,13,12.3,803,740,2.0,4.5,992.0,3950,715,6,1
SUP-012,94.1,12,9.0,1788,4564,3.9,7.1,775.0,3772,1304,4,1
SUP-001,86.0,14,11.4,9647,19201,0.4,1.4,158.0,45438,8501,3,0
SUP-002,68.3,6,14.7,1043,2703,0.7,3.5,1375.0,5598,553,5,0
SUP-003,90.5,2,10.9,5472,19111,3.2,2.4,2360.0,13401,4995,5,0
SUP-009,51.8,11,12.5,4017,12220,3.2,4.9,209.0,21525,3728,4,1
SUP-026,55.3,11,17.8,878,2232,2.4,3.7,344.0,2953,500,6,1
SUP-001,86.0,14,5.9,2034,6128,2.1,6.4,847.0,6044,2366,3,0
SUP-020,78.5,2,16.7,4027,4055,3.6,4.0,356.0,22902,2753,3,0
SUP-024,92.3,0,11.7,2422,8348,6.3,0.7,50.0,14480,2435,3,0
SUP-027,69.7,11,11.4,8318,27273,2.6,5.5,202.0,16437,8087,0,0
SUP-027,69.7,11,13.1,2841,2394,2.9,7.8,975.0,9452,1533,0,0
SUP-013,79.1,12,15.7,5800,8961,5.7,5.5,130.0,31056,5164,0,1
SUP-015,68.5,13,13.3,4068,5589,1.6,8.8,1189.0,19292,4915,6,0
SUP-019,88.9,9,2.6,3974,6152,5.5,2.1,1840.0,19936,3204,2,0
SUP-006,96.7,10,13.7,2583,5911,0.9,3.1,1273.0,7888,2284,4,0
SUP-009,51.8,11,21.8,6969,11155,1.7,3.6,364.0,23886,4642,4,1
SUP-015,68.5,13,14.8,11871,16771,6.5,4.1,696.0,32113,9434,6,1
SUP-023,96.4,12,17.0,2713,858,3.4,4.7,684.0,12178,3760,2,1
SUP-012,94.1,12,13.3,2703,8482,4.5,3.9,269.0,7466,1795,4,0
SUP-039,57.0,3,14.3,4517,11774,0.7,2.9,197.0,16008,4964,4,0
SUP-012,94.1,12,15.7,2362,6665,5.6,2.9,1088.0,2023,2805,4,0
SUP-005,50.0,9,17.4,886,2579,1.7,4.5,320.0,5264,1208,6,1
SUP-032,96.3,11,8.3,878,1732,3.4,7.2,917.0,2736,443,2,0
SUP-028,47.3,9,19.2,26276,78470,4.6,1.4,1091.0,125415,29001,1,0
SUP-024,92.3,0,16.3,2807,3847,4.6,0.2,925.0,11712,2702,3,0
SUP-021,85.2,12,14.9,453,1564,5.9,3.2,186.0,801,537,7,0
SUP-008,86.7,4,17.1,1501,4585,0.9,4.3,690.0,3079,1679,6,0
SUP-014,88.6,5,12.7,2477,8144,3.9,6.1,644.0,3875,2124,4,1
SUP-009,51.8,11,7.9,1858,1065,,5.5,141.0,2162,1778,4,1
SUP-014,88.6,5,12.2,7056,20241,2.0,2.8,737.0,11030,6174,4,0
SUP-028,47.3,9,17.7,6993,2880,1.6,2.7,793.0,33503,5865,1,0
SUP-011,64.7,6,9.7,4390,3227,0.6,2.9,4213.0,25831,3490,4,0
SUP-007,85.3,1,13.1,1355,2148,1.8,7.0,785.0,1711,1716,0,0
SUP-002,68.3,6,11.1,10840,10697,4.2,4.1,426.0,34123,9007,5,1
SUP-012,94.1,12,8.0,1238,2246,2.4,1.3,277.0,3407,771,4,0
SUP-034,64.6,6,18.6,2586,8087,1.1,3.8,731.0,2510,2277,2,0
SUP-039,57.0,3,16.8,805,1290,5.2,1.6,702.0,4388,1051,4,0
SUP-024,92.3,0,10.2,1860,5768,1.3,2.9,328.0,2919,961,3,0
SUP-016,57.0,4,18.4,7441,21210,4.5,3.5,752.0,17619,8705,2,0
SUP-039,57.0,3,16.4,1637,4078,3.1,1.0,1673.0,2833,1020,4,0
SUP-006,96.7,10,8.4,5608,6506,5.5,3.4,670.0,13034,3960,4,0
SUP-027,69.7,11,12.3,1307,4323,0.9,2.5,121.0,2439,786,0,0
SUP-020,78.5,2,18.4,1805,2512,3.7,7.7,918.0,6396,2141,3,0
SUP-006,96.7,10,8.5,11815,35675,3.9,1.8,264.0,67718,9752,4,0
SUP-017,74.4,3,22.7,7533,7434,2.3,5.7,217.0,35291,4652,4,0
SUP-024,92.3,0,16.7,677,1668,3.2,2.2,255.0,1634,937,3,0
SUP-004,82.0,12,9.8,3043,6985,1.5,5.8,574.0,12074,2712,3,0
SUP-004,82.0,12,8.7,6867,6297,2.9,1.3,687.0,38216,5554,3,0
SUP-002,68.3,6,15.9,2641,5249,0.5,4.1,393.0,8539,2038,5,0
SUP-034,64.6,6,22.7,3669,11458,2.4,2.3,1036.0,9381,2674,2,0
SUP-006,96.7,10,19.0,4910,8218,1.5,2.9,670.0,25246,6200,4,0
SUP-011,64.7,6,21.4,814,695,7.0,1.6,449.0,830,499,4,1
SUP-037,51.9,0,14.4,1154,2397,3.8,2.6,1228.0,4010,1016,1,0
SUP-012,94.1,12,13.2,2683,8331,6.0,4.7,614.0,12216,1428,4,1
SUP-019,88.9,9,4.7,1484,2182,4.5,3.5,378.0,3018,1506,2,0
SUP-006,96.7,10,13.2,2466,4440,3.4,1.7,288.0,8026,3031,4,0
SUP-014,88.6,5,15.2,4342,8869,2.9,2.5,502.0,19332,2603,4,0
SUP-018,48.4,10,16.6,4438,2804,3.9,6.2,1810.0,20378,3999,0,1
SUP-037,51.9,0,24.0,1811,3806,5.8,5.3,183.0,5177,1061,1,0
SUP-034,64.6,6,19.4,7631,10661,4.3,2.8,811.0,43500,5568,2,0
SUP-009,51.8,11,17.7,5143,17227,2.2,5.3,904.0,17084,6975,4,1
SUP-001,86.0,14,14.6,1679,1048,3.7,3.9,568.0,6480,1891,3,1
SUP-011,64.7,6,15.8,7746,10533,2.6,6.5,104.0,14316,6469,4,0
SUP-035,69.9,7,17.8,14401,12795,1.5,3.2,,11693,8891,3,0
SUP-034,64.6,6,14.3,2540,3623,3.7,3.8,666.0,11308,1321,2,1
SUP-038,70.2,2,18.6,542,1319,0.9,2.2,724.0,2230,564,4,0
SUP-009,51.8,11,11.5,3920,5775,2.9,3.9,338.0,14067,4445,4,1
SUP-040,80.5,1,8.2,8871,26638,2.1,3.5,442.0,39290,12028,6,0
SUP-008,86.7,4,12.6,2554,8756,3.1,4.9,517.0,9478,2401,6,0
SUP-003,90.5,2,11.5,9257,14359,1.0,5.3,292.0,30870,12687,5,0
SUP-024,92.3,0,11.8,1652,2115,3.8,6.3,668.0,8200,2119,3,0
SUP-027,69.7,11,11.6,11492,7256,1.7,2.7,656.0,61617,15554,0,0
SUP-017,74.4,3,13.2,2641,4912,4.4,7.1,584.0,13868,3006,4,0
SUP-007,85.3,1,13.1,2038,3176,2.5,1.6,171.0,9795,1262,0,0
SUP-034,64.6,6,23.0,5747,19581,3.3,3.3,2497.0,8953,4147,2,0
SUP-038,70.2,2,16.8,5836,8902,2.4,5.8,448.0,12804,6102,4,0
SUP-016,57.0,4,17.2,2136,6330,6.6,4.0,2218.0,8560,1508,2,1
SUP-009,51.8,11,19.1,4024,12323,1.5,3.9,1795.0,9618,4253,4,1
SUP-039,57.0,3,18.2,7657,23399,1.2,0.9,425.0,12405,7981,4,0
SUP-023,96.4,12,13.5,455,1316,3.3,4.2,386.0,1003,542,2,0
SUP-016,57.0,4,21.7,398,765,4.3,2.3,1045.0,501,423,2,0
SUP-039,57.0,3,19.8,1926,3691,0.9,0.8,330.0,4261,1631,4,0
SUP-037,51.9,0,8.3,12276,27258,4.6,6.0,1172.0,53469,12055,1,0
SUP-012,94.1,12,13.0,24371,54341,0.6,1.0,398.0,73026,27335,4,0
SUP-013,79.1,12,14.0,3553,7245,3.1,3.0,426.0,9071,4597,0,0
SUP-027,69.7,11,21.7,1209,2639,2.1,2.0,332.0,3100,1059,0,0
SUP-006,96.7,10,11.7,1795,5677,2.0,6.2,364.0,8258,2125,4,0
SUP-010,68.9,12,14.6,2988,4899,1.1,4.7,763.0,14426,1587,5,0
SUP-027,69.7,11,20.0,4661,15057,3.3,5.8,104.0,16530,3849,0,1
SUP-039,57.0,3,14.0,6035,10954,4.2,5.0,473.0,25657,6923,4,0
SUP-022,63.8,2,15.6,3215,10020,1.0,2.3,297.0,14354,3611,1,0
SUP-017,74.4,3,17.9,8132,20498,2.0,2.3,679.0,30068,10237,4,0
SUP-005,50.0,9,18.7,1126,1352,2.4,2.4,906.0,5636,1033,6,1
SUP-011,64.7,6,15.1,1536,4870,6.5,1.7,2186.0,5113,2054,4,1
SUP-003,90.5,2,14.2,5929,5088,1.4,3.8,339.0,20592,4315,5,0
SUP-028,47.3,9,25.5,4867,9307,3.9,1.6,430.0,15929,3948,1,1
SUP-021,85.2,12,20.6,1713,3301,7.7,2.7,810.0,6945,1408,7,1
SUP-018,48.4,10,20.8,3188,6357,4.7,2.4,902.0,7305,1771,0,1
SUP-014,88.6,5,8.1,7301,12169,2.1,6.2,1449.0,25083,6702,4,0
SUP-014,88.6,5,16.2,2533,1840,3.5,4.8,507.0,6426,3085,4,0
SUP-015,68.5,13,11.3,2209,4550,3.3,1.9,628.0,3072,1161,6,0
SUP-018,48.4,10,24.4,4042,9922,1.5,4.7,214.0,9476,4907,0,0
SUP-016,57.0,4,15.8,1303,1187,4.9,5.2,271.0,2778,1749,2,0
SUP-004,82.0,12,11.2,4534,2527,1.5,1.8,911.0,8074,6094,3,1
SUP-007,85.3,1,14.9,1920,1197,1.1,2.5,818.0,8282,1978,0,0
SUP-021,85.2,12,14.4,9687,12582,5.0,3.1,4034.0,41620,7000,7,1
SUP-021,85.2,12,10.2,1417,4861,3.7,2.6,697.0,1905,1405,7,0
SUP-037,51.9,0,16.9,3060,1477,4.9,3.2,1723.0,9553,3765,1,0
SUP-001,86.0,14,10.2,1236,395,2.7,1.9,300.0,4563,858,3,0
SUP-026,55.3,11,12.6,1354,2147,5.5,1.4,217.0,7083,967,6,1
SUP-027,69.7,11,18.0,2432,1219,3.1,2.9,651.0,13767,3233,0,0
SUP-008,86.7,4,13.7,1453,2923,2.1,7.1,193.0,7729,1517,6,0
SUP-009,51.8,11,18.8,2304,5239,2.5,4.5,188.0,3900,2643,4,1
SUP-021,85.2,12,17.2,3117,8245,3.5,3.4,1495.0,9442,3261,7,0
SUP-030,81.2,10,16.1,5990,8152,1.2,0.1,272.0,28807,5582,0,0
SUP-034,64.6,6,14.7,7691,24460,4.6,6.3,1476.0,27910,7177,2,0
SUP-001,86.0,14,8.9,1614,5212,3.1,1.5,763.0,4824,1248,3,1
SUP-025,86.3,11,11.3,6522,15801,0.5,4.0,1385.0,14442,7126,7,0
SUP-016,57.0,4,17.2,1381,569,5.4,6.4,185.0,2377,875,2,1
SUP-036,55.0,8,19.6,5656,8565,7.3,1.3,435.0,29081,4885,5,1
SUP-029,53.2,7,13.3,2238,5351,5.6,4.9,702.0,7528,1883,6,1
SUP-009,51.8,11,13.9,2038,6364,2.5,6.2,790.0,10873,1595,4,1
SUP-013,79.1,12,12.7,3275,8869,4.0,3.0,660.0,16849,2853,0,0
SUP-029,53.2,7,19.2,1824,3195,3.5,4.0,242.0,7894,2222,6,0
SUP-025,86.3,11,13.6,7986,2257,3.1,5.2,361.0,17285,7325,7,1
SUP-006,96.7,10,7.9,744,1488,3.1,4.4,,1630,394,4,0
SUP-006,96.7,10,15.0,2375,4325,1.2,2.0,610.0,8501,3239,4,0
SUP-022,63.8,2,15.0,1515,3357,4.5,6.0,1221.0,6211,1319,1,0
SUP-018,48.4,10,11.4,1730,1461,2.9,6.4,894.0,2056,2191,0,1
SUP-007,85.3,1,20.3,5504,3582,5.0,4.3,441.0,30553,6380,0,0
SUP-031,84.5,4,18.2,1532,3373,4.8,3.6,311.0,7058,1479,6,0
SUP-030,81.2,10,19.9,1898,759,5.0,3.1,485.0,4191,2522,0,1
SUP-001,86.0,14,11.9,5578,18446,3.0,3.5,1419.0,24774,4124,3,0
SUP-032,96.3,11,13.4,3836,10728,4.3,2.7,668.0,3267,3479,2,0
SUP-016,57.0,4,18.8,5779,15246,2.9,3.1,1969.0,23071,6010,2,0
SUP-028,47.3,9,19.6,1544,2087,4.9,2.7,1320.0,1567,1567,1,1
SUP-024,92.3,0,9.3,1683,1677,4.0,7.8,668.0,4168,1076,3,1
SUP-033,62.3,8,24.7,5827,12332,0.7,2.7,469.0,33620,3846,7,0
SUP-012,94.1,12,11.9,3613,6581,5.4,4.8,1272.0,4569,4136,4,0
SUP-032,96.3,11,9.2,775,1203,1.1,2.7,637.0,3624,1075,2,0
SUP-001,86.0,14,15.1,4306,8527,3.3,6.4,287.0,17985,3765,3,1
SUP-009,51.8,11,20.4,1813,2906,1.0,2.9,646.0,1553,2027,4,0
SUP-011,64.7,6,18.1,4310,10305,0.5,2.1,1713.0,18618,5030,4,0
SUP-001,86.0,14,16.3,5231,9521,0.2,6.0,1235.0,16481,4682,3,1
SUP-016,57.0,4,16.7,2102,2828,3.4,6.0,241.0,6283,2913,2,1
SUP-008,86.7,4,12.8,8033,8409,4.7,3.5,618.0,27708,4823,6,0
SUP-012,94.1,12,18.7,2104,3818,1.7,1.5,613.0,11916,2861,4,0
SUP-007,85.3,1,12.1,5377,8261,1.6,4.5,897.0,23659,7272,0,0
SUP-020,78.5,2,15.4,1704,4967,2.9,3.8,263.0,6222,1075,3,0
SUP-021,85.2,12,17.9,4600,7380,2.5,2.0,887.0,10793,5012,7,0
SUP-036,55.0,8,21.3,2378,3512,3.5,4.1,266.0,12043,1738,5,0
SUP-011,64.7,6,10.4,3800,12665,4.9,4.6,808.0,15993,2689,4,0
SUP-028,47.3,9,17.9,5284,8513,2.6,7.2,386.0,9735,6796,1,1
SUP-033,62.3,8,16.6,3286,848,2.6,4.0,210.0,5472,1671,7,1
SUP-011,64.7,6,12.9,855,1106,1.3,1.8,607.0,4868,719,4,0
SUP-019,88.9,9,7.8,3435,8468,1.7,2.5,438.0,18747,1985,2,0
SUP-001,86.0,14,17.8,2753,7514,5.3,3.8,677.0,2453,2773,3,0
SUP-003,90.5,2,14.1,22615,30664,2.6,5.3,353.0,91807,19777,5,1
SUP-015,68.5,13,8.5,8304,8501,4.1,6.0,1291.0,17250,8567,6,0
